,Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
208,APSRTC - 5533,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00,19:00,06h 00m,INR 398,17 Seats available,"3.9
30",https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
209,APSRTC - 5751,Express(Non AC Seater),14:15,20:35,06h 20m,INR 280,41 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
210,APSRTC - 47577,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,20:30,06h 00m,INR 398,7 Seats available,"3.6
24",https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
211,APSRTC - 35292,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:00,21:30,06h 30m,INR 398,33 Seats available,"4.1
19",https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
212,APSRTC - 4022,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,22:30,07h 00m,INR 398,31 Seats available,"3.2
14",https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
213,APSRTC - 9603,Express(Non AC Seater),16:00,22:20,06h 20m,INR 280,32 Seats available,3.8,https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
214,APSRTC - 3879,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:15,23:00,06h 45m,INR 398,31 Seats available,"2.9
17",https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
215,APSRTC - 4310,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:00,22:45,05h 45m,INR 398,31 Seats available,"3.1
5",https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
216,APSRTC - 3873,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),17:30,00:30,07h 00m,INR 680,40 Seats available,"2.5
10",https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
217,APSRTC - 9020,Express(Non AC Seater),17:30,23:55,06h 25m,INR 280,40 Seats available,"3.0
19",https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
218,APSRTC - 3871,VENNELA (A.C. SLEEPER),17:30,23:25,05h 55m,INR 749,25 Seats available,"3.7
19",https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
219,APSRTC - 4157,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,23:45,06h 15m,INR 398,31 Seats available,"4.1
23",https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
220,APSRTC - 4020,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:15,23:50,05h 35m,INR 398,31 Seats available,"2.0
32",https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
221,APSRTC - 47211,Express(Non AC Seater),18:30,00:50,06h 20m,INR 280,36 Seats available,"3.5
32",https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
222,APSRTC - 4610,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,01:00,06h 00m,INR 398,23 Seats available,"3.6
24",https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
223,FRESHBUS,Electric A/C Seater (2+2),12:25,18:15,05h 50m,450,24 Seats available,"4.6
392",https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
224,NueGo,Electric A/C Seater (2+2),13:00,18:45,05h 45m,361,13 Seats available,"4.0
415",https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
225,NueGo,Electric A/C Seater (2+2),14:00,19:45,05h 45m,361,17 Seats available,"3.9
431",https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
226,FRESHBUS,Electric A/C Seater (2+2),14:30,20:30,06h 00m,500,32 Seats available,"4.6
451",https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
227,Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),14:55,20:43,05h 48m,INR 420,15 Seats available,"3.7
341",https://www.redbus.in/bus-tickets/bangalore-to-tirupathi,Bangalore to Tirupati
228,Sri Vengamamba Bus Transport (SVBT),A/C Seater / Sleeper (2+1),22:30,06:05,07h 35m,INR 531,16 Seats available,"4.4
253",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
229,V Kaveri Travels,Scania AC Multi Axle Sleeper (2+1),23:20,06:25,07h 05m,INR 1100,22 Seats available,"4.2
190",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
230,Vikram Travels,A/C Seater / Sleeper (2+1),23:15,05:50,06h 35m,INR 499,29 Seats available,"4.2
66",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
231,V Kaveri Travels,Volvo Multi-Axle A/C Sleeper (2+1),22:00,05:15,07h 15m,INR 900,18 Seats available,"4.2
151",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
232,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),23:00,06:47,07h 47m,INR 600,22 Seats available,"4.1
88",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
233,Chandu Travels,Non A/C Seater / Sleeper (2+1),23:35,06:30,06h 55m,437,35 Seats available,"4.0
121",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
234,Kaveri Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),23:30,06:00,06h 30m,INR 900,22 Seats available,"4.0
65",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
235,Sri Krishna Travels,A/C Sleeper (2+1),23:15,06:32,07h 17m,INR 850,20 Seats available,"4.0
98",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
236,V Kaveri Travels,NON A/C Sleeper (2+1),22:45,06:10,07h 25m,INR 800,22 Seats available,"4.1
114",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
237,Cherry tours&travels,A/C Seater / Sleeper (2+1),21:45,05:30,07h 45m,713,22 Seats available,"4.2
40",https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Ongole to Hyderabad
238,Sri Vinayaka Travels,NON A/C Seater/ Sleeper (2+1),22:30,05:00,06h 30m,INR 399,18 Seats available,"4.0
307",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
239,Sri Vinayaka Travels,NON A/C Sleeper (2+1),22:30,04:45,06h 15m,INR 599,14 Seats available,"4.3
136",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
240,Maheswari Travels,Non A/C Seater / Sleeper (2+1),22:40,05:40,07h 00m,INR 399,24 Seats available,"4.2
142",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
241,AdAR & BCVR Travels,Non A/C Seater / Sleeper (2+1),22:55,05:30,06h 35m,INR 660,36 Seats available,"4.3
69",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
